temperature,humidity,wind_speed,rainfall_7d,consecutive_dry_days,soil_moisture,land_type,month,risk_score,risk_level,fire_occurred
27.9,86.8,11.8,10.3,3,88.9,0,11,0.042,Low,0
27.5,72.4,18.3,11.3,4,86.2,0,11,0.019,Low,0
29.5,79.6,12.0,6.9,0,95.0,0,11,0.161,Low,0
25.0,76.9,20.3,2.7,2,90.0,1,10,0.197,Low,0
27.8,68.2,22.0,0.0,14,61.4,1,8,0.615,High,1
31.1,67.4,26.3,0.0,5,85.6,0,9,0.54,Medium,0
32.2,51.0,4.7,2.6,4,88.6,0,6,0.464,Medium,0
27.4,31.1,4.2,0.0,8,76.2,1,9,0.65,High,1
32.7,77.3,6.0,1.0,11,71.3,1,9,0.701,High,1
28.0,55.2,0.3,3.3,0,95.0,0,8,0.126,Low,0
35.2,41.9,6.0,1.4,22,45.1,0,6,0.688,High,1
28.6,74.6,11.8,3.3,3,89.3,0,1,0.163,Low,0
35.5,25.0,1.9,0.0,18,55.2,0,6,0.888,Critical,1
26.9,89.2,12.4,3.9,1,93.5,0,10,0.019,Low,0
26.6,82.4,2.0,28.9,4,85.8,0,12,0.054,Low,0
26.2,86.4,4.8,37.4,1,93.1,0,4,0.0,Low,0
24.0,73.5,2.9,41.5,0,94.5,0,5,0.113,Low,0
34.8,61.1,6.8,0.0,23,42.4,0,9,0.675,High,0
31.1,49.2,3.4,2.7,4,88.0,0,9,0.424,Medium,1
28.8,56.1,3.6,1.7,19,49.4,0,6,0.411,Medium,0
29.4,69.1,33.9,14.2,2,92.2,0,3,0.241,Low,0
25.5,89.2,4.3,47.3,2,90.2,0,12,0.002,Low,0
33.3,25.0,3.5,0.0,12,69.1,0,6,0.931,Critical,1
35.4,36.0,0.3,0.0,19,52.7,0,6,0.874,Critical,1
29.3,41.4,7.2,1.2,17,54.7,0,7,0.417,Medium,1
31.3,79.3,6.0,0.0,13,65.7,0,8,0.469,Medium,1
27.4,49.6,13.2,0.0,23,38.7,1,9,0.801,Critical,1
34.4,50.6,9.9,0.0,23,42.2,1,8,1.0,Critical,1
32.4,59.9,5.2,0.0,6,83.7,0,6,0.46,Medium,0
30.8,68.2,8.8,5.0,3,90.4,0,5,0.235,Low,0
29.7,87.5,7.7,16.3,1,94.8,1,4,0.2,Low,1
26.2,75.5,2.1,2.2,2,90.6,0,10,0.154,Low,0
31.1,78.0,14.5,5.6,3,90.5,0,4,0.24,Low,0
31.5,41.1,15.3,0.0,24,38.2,0,7,0.716,High,1
26.9,81.9,20.9,2.4,2,90.9,1,2,0.296,Low,0
28.6,78.4,11.7,5.9,2,91.8,1,3,0.247,Low,0
31.5,50.7,9.4,0.3,20,48.3,1,6,1.0,Critical,0
33.0,56.6,11.5,1.2,21,46.5,1,7,0.859,Critical,1
26.2,76.6,4.0,4.0,2,90.6,1,3,0.07,Low,0
34.6,60.5,2.9,0.0,12,69.8,1,6,1.0,Critical,0
33.3,61.7,2.7,0.0,21,46.7,0,6,0.785,Critical,1
25.8,80.5,11.8,6.8,0,95.0,0,3,0.097,Low,0
28.9,76.2,17.3,4.3,4,86.9,0,2,0.253,Low,0
27.8,78.3,2.1,11.0,4,86.4,0,4,0.0,Low,0
31.5,48.7,16.6,0.0,7,80.8,1,9,1.0,Critical,0
26.2,72.5,18.9,28.0,4,85.6,1,1,0.145,Low,0
30.0,81.8,13.7,4.2,2,92.5,0,9,0.424,Medium,0
28.5,70.1,3.2,20.4,0,95.0,1,1,0.11,Low,0
28.5,71.5,14.5,9.0,0,95.0,0,4,0.059,Low,0
27.6,81.4,7.7,0.6,11,68.8,0,10,0.302,Low,0
34.3,41.5,6.9,0.0,18,54.6,1,8,1.0,Critical,1
28.3,73.6,16.6,5.5,0,95.0,0,10,0.155,Low,0
32.6,34.1,4.8,7.1,4,88.8,1,7,0.667,High,1
24.9,69.5,3.7,2.0,23,37.4,0,1,0.275,Low,1
28.0,74.3,4.1,4.3,4,86.5,0,2,0.054,Low,0
32.0,46.1,7.3,0.0,18,53.5,1,6,1.0,Critical,1
36.1,59.0,6.9,1.6,5,88.1,0,7,0.382,Medium,0
30.4,58.0,4.7,3.6,2,92.7,1,6,0.409,Medium,1
32.1,65.5,5.8,3.0,4,88.5,0,7,0.467,Medium,0
33.8,56.5,11.8,0.0,24,39.4,1,7,1.0,Critical,1
33.3,61.1,1.8,3.2,2,94.2,1,7,0.616,High,1
36.0,51.9,3.8,0.0,8,80.5,0,9,0.731,High,1
29.2,63.8,9.3,0.0,17,54.6,0,9,0.471,Medium,1
27.0,76.3,6.2,2.6,1,93.5,1,1,0.114,Low,0
30.9,47.4,10.9,0.0,21,45.5,0,7,0.73,High,0
28.9,79.9,1.8,37.7,0,95.0,1,4,0.14,Low,0
25.8,54.8,13.7,21.5,0,95.0,0,1,0.167,Low,0
26.2,86.0,21.0,28.0,0,95.0,0,1,0.106,Low,0
24.9,95.0,6.1,3.7,1,92.5,0,10,0.168,Low,0
26.8,75.6,8.8,14.2,3,88.4,0,10,0.0,Low,0
31.5,83.5,18.1,8.4,1,95.0,0,12,0.332,Low,0
29.5,46.2,13.3,0.0,12,67.2,1,7,0.892,Critical,0
29.5,67.3,6.3,13.6,2,92.2,0,3,0.111,Low,0
28.7,75.0,9.0,3.0,2,91.9,0,3,0.143,Low,0
27.3,63.3,13.5,39.6,4,86.2,0,5,0.105,Low,0
27.1,84.2,5.0,11.4,3,88.5,0,10,0.018,Low,0
29.9,66.0,8.8,3.2,2,92.5,0,2,0.206,Low,1
33.3,69.0,10.0,24.5,3,91.7,0,12,0.246,Low,0
33.9,57.4,6.8,5.4,4,89.4,0,6,0.443,Medium,1
30.5,52.0,18.5,0.0,11,70.3,0,7,0.66,High,1
31.3,69.5,13.9,1.9,6,83.1,0,8,0.403,Medium,0
34.9,47.4,5.4,0.0,22,45.0,0,7,0.721,High,0
34.2,53.3,5.5,2.5,0,95.0,1,8,0.754,Critical,1
27.9,84.9,3.7,2.8,3,89.0,1,4,0.118,Low,1
32.5,34.8,3.2,0.0,16,58.7,1,8,0.965,Critical,1
29.7,64.9,9.9,12.9,3,89.9,1,2,0.198,Low,0
28.2,71.1,3.7,9.7,3,89.1,1,5,0.093,Low,0
26.7,91.0,12.5,5.9,4,85.8,0,4,0.014,Low,0
33.0,55.2,1.9,0.0,9,76.5,1,8,0.705,High,1
31.4,34.1,20.6,0.0,5,85.7,0,8,0.717,High,1
28.3,84.5,7.3,5.4,3,89.1,1,5,0.194,Low,1
26.9,79.9,6.6,3.0,2,90.9,0,4,0.168,Low,0
25.8,89.3,3.1,3.9,3,87.9,0,2,0.156,Low,0
26.1,69.7,5.0,32.4,1,93.0,0,1,0.043,Low,0
31.5,45.2,1.8,0.0,19,50.7,0,6,0.727,High,0
29.3,78.4,0.7,19.0,2,92.2,0,3,0.074,Low,0
30.2,76.8,14.6,8.3,3,90.1,0,12,0.251,Low,0
28.1,74.2,4.8,10.8,0,95.0,0,12,0.104,Low,0
27.1,67.5,7.1,0.1,14,61.1,0,2,0.316,Low,1
30.6,75.3,10.3,3.1,4,87.8,0,10,0.225,Low,1
26.8,69.1,2.4,23.0,0,95.0,0,10,0.147,Low,0
24.0,95.0,15.5,6.1,4,84.5,1,11,0.107,Low,1
32.2,42.4,6.5,0.0,23,41.1,0,7,0.726,High,0
26.2,87.5,24.7,1.0,24,35.6,0,3,0.401,Medium,1
30.6,76.1,2.0,23.7,4,87.8,1,5,0.268,Low,0
36.9,64.9,8.5,0.7,22,45.9,0,7,0.678,High,1
26.8,76.8,6.5,16.5,1,93.4,0,1,0.0,Low,0
26.9,76.6,21.5,18.3,4,85.9,0,3,0.073,Low,0
24.0,82.7,8.8,2.3,4,84.5,0,11,0.124,Low,0
25.5,76.1,3.8,51.0,2,90.2,0,2,0.098,Low,0
32.4,43.5,4.3,0.0,8,78.7,1,9,0.921,Critical,1
25.8,69.9,5.1,55.3,1,92.9,1,10,0.186,Low,0
32.9,63.9,16.3,0.0,6,83.9,0,7,0.605,High,1
28.2,85.7,12.6,5.6,2,91.6,0,12,0.152,Low,0
29.2,38.1,15.9,0.0,17,54.6,0,8,0.745,High,0
26.9,63.4,5.4,6.7,3,88.4,0,3,0.111,Low,1
31.1,36.5,17.9,0.0,24,38.0,0,6,0.841,Critical,1
26.6,73.2,15.6,19.5,3,88.3,1,11,0.102,Low,0
38.0,55.1,23.0,0.0,9,79.0,0,9,0.63,High,1
28.1,72.8,8.5,10.2,1,94.0,1,4,0.167,Low,1
29.9,28.4,11.8,0.0,18,52.4,1,9,1.0,Critical,1
28.4,78.0,5.2,4.6,1,94.2,0,12,0.155,Low,1
26.4,81.2,1.3,17.6,1,93.2,0,3,0.01,Low,0
25.2,59.0,29.7,15.7,4,85.1,0,2,0.189,Low,0
29.6,75.7,2.0,2.1,4,87.3,1,11,0.356,Medium,0
27.7,70.8,16.1,6.3,3,88.9,0,3,0.103,Low,0
35.3,63.0,16.0,11.1,2,95.0,0,6,0.418,Medium,0
27.7,77.0,15.1,6.7,1,93.9,0,3,0.14,Low,0
27.7,84.2,8.0,5.6,4,86.3,0,2,0.047,Low,0
27.5,87.0,19.5,4.7,4,86.2,0,10,0.104,Low,0
27.2,78.0,11.0,20.0,1,93.6,0,4,0.059,Low,0
31.3,73.2,5.0,0.0,24,38.2,0,8,0.631,High,1
35.3,52.4,6.4,0.0,24,40.1,0,9,0.829,Critical,1
31.7,51.1,5.1,0.0,13,65.8,0,6,0.568,High,0
31.0,60.1,18.3,0.0,18,53.0,0,8,0.701,High,1
29.7,80.6,19.7,22.8,1,94.9,1,10,0.284,Low,0
34.6,60.8,2.3,0.1,13,67.3,0,8,0.608,High,1
28.1,77.8,4.9,38.1,3,89.1,0,12,0.133,Low,0
30.1,62.3,5.7,7.9,4,87.5,1,9,0.398,Medium,0
29.4,48.1,19.3,0.7,20,47.2,1,7,0.998,Critical,0
28.0,56.6,26.2,25.6,3,89.0,0,12,0.141,Low,0
25.2,80.8,3.8,1.5,8,75.1,0,3,0.119,Low,0
26.0,93.8,11.3,14.9,4,85.5,0,2,0.049,Low,0
31.7,27.8,3.8,0.0,18,53.4,1,9,1.0,Critical,1
25.7,80.3,10.6,10.1,3,87.9,0,3,0.019,Low,0
28.2,75.0,12.9,2.7,0,95.0,0,4,0.302,Low,0
24.1,84.6,9.4,0.1,10,69.6,0,12,0.337,Low,0
29.9,67.4,8.4,10.0,0,95.0,0,8,0.136,Low,0
30.8,45.1,6.9,0.0,8,77.9,0,9,0.572,High,1
34.1,65.2,15.4,0.0,17,57.0,1,9,1.0,Critical,1
26.1,88.4,4.5,2.1,2,90.5,1,11,0.217,Low,0
26.8,85.0,6.8,18.8,2,90.9,1,11,0.0,Low,1
26.5,75.2,11.9,20.0,3,88.2,1,12,0.031,Low,0
25.3,73.5,11.3,0.3,23,37.6,0,11,0.349,Low,0
26.8,75.1,12.8,7.2,3,88.4,0,3,0.043,Low,0
26.8,82.8,6.0,8.9,2,90.9,1,5,0.003,Low,0
30.8,84.5,9.2,9.0,1,95.0,0,1,0.13,Low,0
26.9,76.0,13.1,11.4,2,91.0,1,10,0.04,Low,0
34.3,39.1,30.7,0.0,19,52.2,0,9,0.984,Critical,0
31.8,57.8,1.6,0.6,9,75.9,1,7,0.741,High,0
24.0,84.9,10.1,6.0,4,84.5,0,12,0.059,Low,0
24.0,72.6,4.4,7.9,1,92.0,1,10,0.035,Low,0
26.5,85.6,12.2,2.6,0,95.0,0,3,0.146,Low,0
29.8,58.0,12.6,1.6,16,57.4,0,6,0.455,Medium,1
33.4,26.3,17.5,0.0,18,54.2,0,6,0.966,Critical,1
27.2,81.0,7.5,18.8,4,86.1,0,5,0.002,Low,0
37.0,61.8,5.3,0.7,20,51.0,0,6,0.701,High,1
33.4,53.5,3.8,0.0,12,69.2,1,6,1.0,Critical,1
24.8,70.9,3.3,49.5,3,87.4,0,2,0.0,Low,0
27.6,80.3,12.8,4.8,0,95.0,1,11,0.097,Low,0
29.5,76.4,3.3,18.1,4,87.2,0,5,0.168,Low,0
32.1,33.5,2.3,0.0,11,71.0,0,9,0.722,High,1
34.7,29.7,3.5,0.0,10,74.8,1,8,0.895,Critical,1
26.7,75.3,9.9,2.8,0,95.0,0,10,0.124,Low,0
24.0,86.3,2.7,4.9,0,94.5,0,12,0.098,Low,1
25.2,77.5,6.3,6.2,0,95.0,1,5,0.083,Low,0
34.0,53.7,6.8,1.2,14,64.5,0,9,0.571,High,1
32.3,58.2,7.1,0.0,13,66.1,1,8,0.806,Critical,1
27.3,86.8,6.1,13.9,2,91.1,0,3,0.0,Low,0
24.1,73.2,3.4,15.3,1,92.1,0,2,0.006,Low,0
29.4,73.5,11.8,10.0,2,92.2,1,2,0.176,Low,0
29.6,41.9,11.3,0.0,16,57.3,0,7,0.627,High,1
32.8,52.3,8.1,0.0,5,86.4,0,8,0.508,Medium,1
28.5,81.1,18.0,0.0,6,81.7,1,6,0.607,High,1
35.1,72.3,6.9,1.5,10,75.1,1,12,0.684,High,1
27.8,79.0,12.0,33.7,2,91.4,1,1,0.0,Low,0
29.0,58.5,10.7,0.0,8,77.0,1,8,0.578,High,1
27.8,81.0,5.8,3.2,3,88.9,0,10,0.04,Low,0
30.5,51.4,15.2,0.0,24,37.8,0,6,0.679,High,1
27.4,70.0,10.5,0.5,14,61.2,0,7,0.356,Medium,0
25.3,77.6,6.8,14.5,4,85.1,1,11,0.097,Low,0
24.0,78.0,19.1,1.5,12,64.5,1,2,0.414,Medium,0
27.9,82.6,19.9,28.4,4,86.4,0,1,0.109,Low,0
34.4,39.8,8.8,10.0,4,89.7,1,8,0.771,Critical,1
34.6,49.0,8.2,0.0,7,82.3,1,8,0.95,Critical,1
26.8,64.8,1.5,2.0,20,45.9,0,8,0.246,Low,0
25.9,76.2,8.8,10.7,0,95.0,0,10,0.0,Low,0
26.9,39.5,0.5,0.0,15,58.5,0,9,0.523,Medium,1
28.0,44.9,5.7,0.0,7,79.0,1,8,0.802,Critical,1
33.2,69.2,14.0,0.0,11,71.6,1,7,1.0,Critical,1
33.2,55.7,6.0,0.0,22,44.1,0,7,0.648,High,1
26.1,79.6,14.1,14.0,2,90.6,0,4,0.061,Low,0
30.3,79.9,15.6,0.4,7,80.1,1,10,0.723,High,0
36.4,56.0,1.5,0.0,5,88.2,1,7,0.721,High,1
27.0,91.9,0.8,13.1,0,95.0,1,10,0.0,Low,0
32.1,40.6,13.4,0.0,19,51.0,0,9,0.635,High,0
24.5,72.8,15.0,2.2,1,92.3,0,2,0.071,Low,0
31.5,49.5,22.3,0.9,16,58.2,0,8,0.847,Critical,1
29.2,78.7,3.2,0.3,24,37.1,0,10,0.498,Medium,0
37.8,29.5,5.2,0.0,21,48.9,0,8,1.0,Critical,1
27.0,83.9,3.1,17.6,0,95.0,1,3,0.095,Low,0
26.8,83.6,18.6,15.6,2,90.9,0,11,0.133,Low,0
33.8,37.1,8.9,0.0,23,41.9,0,8,0.897,Critical,1
24.0,75.8,7.5,4.1,0,94.5,1,1,0.059,Low,1
25.1,72.8,12.9,9.6,2,90.1,0,10,0.0,Low,0
34.4,57.4,7.0,0.1,15,62.2,0,7,0.679,High,0
30.9,44.7,5.2,0.6,17,55.4,1,9,1.0,Critical,1
34.3,52.3,18.7,0.0,11,72.1,1,8,1.0,Critical,1
29.2,68.2,11.3,51.3,3,89.6,0,2,0.093,Low,0
28.5,80.2,0.8,0.1,22,41.8,0,11,0.472,Medium,1
24.0,70.1,5.2,2.5,3,87.0,1,4,0.166,Low,0
25.4,77.0,8.4,32.0,4,85.2,1,10,0.033,Low,0
26.6,80.0,4.9,9.5,0,95.0,0,3,0.0,Low,0
24.4,86.2,6.3,4.8,3,87.2,0,3,0.057,Low,0
33.9,25.0,30.0,6.9,3,92.0,0,9,0.718,High,1
33.3,54.3,29.3,0.0,19,51.6,0,6,0.871,Critical,1
32.8,58.4,14.0,0.0,10,73.9,1,6,0.885,Critical,1
28.0,84.0,8.9,1.1,13,64.0,1,4,0.41,Medium,0
32.4,56.2,2.2,0.0,15,61.2,0,6,0.591,High,1
27.8,61.7,2.2,13.2,2,91.4,0,2,0.009,Low,0
26.2,87.1,5.4,23.8,4,85.6,1,2,0.06,Low,0
25.4,85.0,10.7,26.6,4,85.2,1,1,0.053,Low,1
32.2,35.6,13.7,0.0,9,76.1,0,6,0.65,High,0
25.4,83.4,3.1,12.4,1,92.7,1,3,0.056,Low,0
30.7,41.8,20.9,0.0,21,45.3,1,8,0.955,Critical,1
25.4,54.8,7.8,2.1,0,95.0,0,4,0.199,Low,0
28.6,89.2,10.9,12.0,1,94.3,1,1,0.074,Low,0
31.4,55.4,3.6,0.0,6,83.2,0,8,0.536,Medium,0
33.7,52.4,8.3,0.0,19,51.8,1,7,0.971,Critical,1
32.8,64.7,7.2,1.0,21,46.4,0,7,0.467,Medium,0
27.3,75.2,14.4,30.6,3,88.7,0,10,0.08,Low,0
25.2,69.6,10.1,12.1,3,87.6,0,2,0.118,Low,0
26.0,88.2,9.7,7.6,0,95.0,1,1,0.031,Low,0
25.3,92.9,18.3,11.5,0,95.0,1,11,0.013,Low,0
25.4,86.4,12.6,0.8,8,75.2,1,5,0.442,Medium,0
28.5,71.4,14.4,10.9,3,89.2,1,10,0.233,Low,0
26.1,74.8,3.3,2.6,3,88.0,0,12,0.18,Low,0
33.7,61.4,5.6,0.0,10,74.3,0,9,0.605,High,1
27.3,66.6,21.2,30.9,1,93.6,0,11,0.152,Low,0
25.2,82.3,8.9,1.3,6,80.1,1,2,0.158,Low,0
31.3,63.9,9.1,0.3,21,45.6,0,8,0.446,Medium,0
28.6,82.0,13.3,1.8,12,66.8,0,2,0.291,Low,0
24.0,80.8,16.4,21.7,0,94.5,0,3,0.005,Low,0
29.4,72.4,3.6,7.2,2,92.2,0,12,0.141,Low,0
27.4,74.5,9.1,15.7,4,86.2,1,12,0.019,Low,0
28.8,62.2,6.7,10.3,4,86.9,1,10,0.244,Low,1
28.7,73.7,11.1,32.1,1,94.3,0,1,0.15,Low,0
26.8,87.5,17.0,11.4,0,95.0,1,11,0.132,Low,0
30.2,72.4,16.7,0.0,24,37.6,1,7,0.907,Critical,1
27.1,86.4,7.8,24.5,4,86.1,1,2,0.0,Low,1
25.4,92.4,15.2,6.4,0,95.0,0,4,0.102,Low,0
31.0,31.0,2.9,0.0,24,38.0,0,9,0.877,Critical,1
34.0,47.2,10.7,0.0,23,42.0,1,9,0.992,Critical,1
32.0,69.6,6.3,5.0,3,91.0,1,4,0.505,Medium,0
26.7,82.8,1.8,0.3,22,40.9,1,12,0.598,High,1
25.5,76.7,3.1,5.4,2,90.3,0,1,0.0,Low,0
26.9,70.3,0.5,5.0,4,86.0,0,1,0.029,Low,0
27.2,78.3,14.7,0.3,18,51.1,0,11,0.313,Low,0
27.0,91.1,11.1,21.7,4,86.0,0,1,0.059,Low,0
35.9,49.9,9.7,0.0,16,60.4,0,9,0.846,Critical,1
30.8,32.7,13.6,0.0,14,62.9,0,7,0.768,Critical,1
26.6,85.2,8.6,1.0,14,60.8,1,5,0.314,Low,0
31.0,47.2,16.3,0.0,21,45.5,0,6,0.757,Critical,0
30.3,38.7,11.8,6.0,0,95.0,1,8,0.793,Critical,1
28.5,72.1,15.3,19.1,4,86.7,0,5,0.182,Low,0
24.4,75.4,12.4,11.0,3,87.2,0,5,0.018,Low,0
32.3,74.6,2.9,0.0,18,53.7,0,7,0.545,Medium,0
24.0,73.8,17.9,49.0,1,92.0,0,3,0.0,Low,0
27.0,72.2,13.9,13.5,0,95.0,0,11,0.047,Low,0
26.6,67.4,8.5,11.7,0,95.0,0,2,0.0,Low,0
26.5,76.0,11.9,8.7,2,90.7,0,10,0.0,Low,0
35.6,54.7,11.9,0.0,21,47.8,1,8,0.973,Critical,1
31.1,57.5,5.9,0.0,22,43.0,0,6,0.63,High,1
31.2,61.7,10.4,0.0,18,53.1,1,9,0.904,Critical,1
29.4,49.6,4.6,0.0,8,77.2,1,6,0.739,High,0
27.8,66.4,4.9,61.1,4,86.4,0,10,0.012,Low,0
30.5,44.6,2.7,0.0,9,75.2,0,6,0.56,High,0
30.8,88.3,28.3,2.3,0,95.0,0,1,0.414,Medium,0
27.5,74.9,9.7,10.2,1,93.8,1,1,0.0,Low,0
24.5,82.1,18.6,7.0,0,94.8,0,2,0.168,Low,1
25.6,62.8,10.1,1.0,20,45.3,1,10,0.481,Medium,1
26.8,66.1,24.2,25.2,1,93.4,1,1,0.163,Low,0
31.5,50.4,2.9,0.0,21,45.7,0,9,0.684,High,1
24.0,80.4,22.0,0.2,20,44.5,0,11,0.446,Medium,0
25.7,80.4,6.9,9.1,3,87.9,0,10,0.031,Low,0
29.9,34.5,10.6,3.0,2,92.5,0,9,0.348,Low,0
25.2,84.6,3.0,10.5,1,92.6,1,4,0.093,Low,0
29.5,73.2,1.5,0.4,18,52.2,0,11,0.438,Medium,1
26.8,85.4,2.0,9.5,4,85.9,0,11,0.0,Low,0
38.0,32.5,27.1,0.0,23,44.0,0,9,0.907,Critical,1
27.8,80.2,3.8,3.1,3,88.9,0,12,0.0,Low,0
26.0,70.2,13.7,8.5,2,90.5,0,3,0.022,Low,0
27.4,75.9,22.3,46.7,2,91.2,1,1,0.073,Low,0
28.0,77.2,16.3,10.3,4,86.5,1,5,0.121,Low,0
30.3,74.3,9.1,12.2,0,95.0,1,3,0.326,Low,0
28.7,58.0,10.5,16.5,1,94.4,0,5,0.151,Low,1
26.9,79.4,9.8,32.3,4,85.9,0,1,0.054,Low,1
32.5,63.3,8.4,0.0,8,78.8,1,7,0.782,Critical,1
32.2,51.9,16.5,0.0,17,56.1,0,6,0.743,High,0
25.2,90.9,10.6,5.9,1,92.6,0,4,0.134,Low,0
27.9,70.3,16.1,8.4,4,86.4,0,3,0.03,Low,0
24.0,73.2,18.4,7.5,0,94.5,1,5,0.158,Low,0
35.6,31.1,6.8,0.3,22,45.3,0,6,0.878,Critical,1
37.1,50.4,2.2,4.0,2,95.0,1,9,0.684,High,1
25.1,83.5,0.7,20.6,3,87.5,0,11,0.023,Low,0
27.5,78.8,3.3,8.1,1,93.7,1,3,0.0,Low,0
31.2,82.3,10.5,69.4,4,88.1,0,5,0.238,Low,0
25.3,80.5,2.6,5.8,0,95.0,1,3,0.096,Low,0
27.6,83.1,6.3,9.6,3,88.8,1,11,0.0,Low,0
27.5,95.0,9.7,8.7,1,93.8,0,1,0.0,Low,0
27.2,79.3,3.2,54.9,0,95.0,0,3,0.0,Low,0
30.7,49.5,3.2,0.1,15,60.4,1,7,1.0,Critical,1
34.0,45.7,9.1,2.1,0,95.0,1,9,0.81,Critical,1
34.9,71.2,42.4,10.0,4,90.0,0,8,0.473,Medium,0
37.3,40.7,5.4,2.5,3,93.6,1,7,0.854,Critical,0
28.2,64.4,7.5,0.0,17,54.1,1,9,0.787,Critical,1
29.6,73.2,17.7,9.8,0,95.0,0,4,0.065,Low,0
25.7,81.5,4.2,15.3,2,90.3,0,5,0.02,Low,0
32.6,58.4,7.6,0.0,8,78.8,1,7,0.672,High,0
24.7,73.3,9.9,2.7,1,92.4,1,5,0.12,Low,1
26.9,70.4,11.6,2.1,3,88.4,0,10,0.194,Low,0
28.4,77.1,9.3,1.4,15,59.2,1,2,0.509,Medium,1
35.7,55.2,16.6,0.0,5,87.9,0,7,0.615,High,0
29.7,74.1,8.0,0.2,12,67.3,0,10,0.454,Medium,0
26.4,88.6,32.3,8.4,2,90.7,1,5,0.128,Low,0
31.1,40.7,3.9,0.0,13,65.5,1,9,0.925,Critical,0
24.0,74.5,13.2,3.8,0,94.5,1,12,0.0,Low,0
24.4,79.1,15.3,7.2,1,92.2,0,11,0.067,Low,0
24.4,67.3,6.0,2.6,0,94.7,0,4,0.027,Low,0
25.4,81.1,4.2,3.9,1,92.7,0,3,0.099,Low,0
28.3,79.7,3.2,16.2,2,91.7,0,11,0.072,Low,0
29.3,66.5,12.0,0.0,21,44.6,0,7,0.603,High,1
28.2,67.1,1.3,1.5,7,79.1,0,4,0.275,Low,0
28.1,69.3,6.5,24.3,3,89.1,1,5,0.273,Low,0
26.9,82.2,6.4,3.7,4,86.0,0,12,0.046,Low,0
31.5,47.8,16.8,0.0,13,65.7,1,7,0.882,Critical,1
25.4,80.3,11.5,5.7,0,95.0,0,11,0.047,Low,0
25.5,80.0,10.2,56.9,0,95.0,0,11,0.0,Low,0
36.9,60.1,5.7,14.4,1,95.0,1,6,0.506,Medium,1
29.0,83.5,14.6,4.5,3,89.5,1,4,0.231,Low,0
34.3,47.8,2.7,3.9,4,89.6,0,7,0.503,Medium,0
31.6,26.6,15.8,0.4,16,58.3,1,8,0.976,Critical,1
25.3,72.6,15.4,19.1,1,92.6,0,2,0.025,Low,0
27.1,61.7,4.1,0.0,18,51.1,0,8,0.443,Medium,0
24.0,82.4,16.0,19.3,1,92.0,0,3,0.0,Low,0
24.7,95.0,4.1,22.5,2,89.8,0,4,0.035,Low,0
27.7,80.2,11.3,25.1,2,91.3,1,10,0.026,Low,0
25.1,77.1,7.4,17.7,4,85.1,1,10,0.0,Low,0
31.7,31.0,30.4,0.6,9,75.9,0,8,0.841,Critical,1
30.5,26.4,1.4,3.5,0,95.0,0,7,0.595,High,1
26.5,59.6,4.1,1.7,20,45.8,0,10,0.279,Low,0
37.2,33.4,8.5,0.0,5,88.6,0,7,0.772,Critical,1
26.0,77.0,11.5,10.2,1,93.0,1,12,0.063,Low,0
25.1,91.8,16.3,2.8,0,95.0,1,10,0.149,Low,0
27.7,71.5,6.2,14.1,4,86.3,0,5,0.025,Low,0
31.6,42.3,8.6,0.0,14,63.3,0,6,0.677,High,1
25.7,80.8,16.7,4.1,1,92.9,1,1,0.085,Low,0
32.0,72.6,14.0,0.0,21,46.0,0,8,0.671,High,1
35.8,64.6,4.9,12.1,0,95.0,1,7,0.489,Medium,1
31.0,58.7,2.1,0.0,10,73.0,0,9,0.506,Medium,1
24.0,70.0,2.8,1.0,10,69.5,0,10,0.25,Low,0
30.0,68.9,5.2,5.5,1,95.0,1,5,0.431,Medium,0
27.6,82.0,4.1,57.7,4,86.3,1,5,0.0,Low,0
30.8,42.0,3.4,4.3,2,92.9,0,6,0.376,Medium,1
24.0,80.4,7.4,36.0,3,87.0,0,5,0.0,Low,1
24.0,70.6,3.0,36.7,3,87.0,1,2,0.033,Low,0
25.7,71.9,6.9,3.5,2,90.3,1,2,0.065,Low,1
28.8,64.7,5.7,1.0,18,51.9,0,12,0.622,High,1
29.5,55.4,2.8,0.0,23,39.7,0,9,0.52,Medium,0
28.4,80.4,0.9,1.5,9,74.2,1,11,0.289,Low,0
27.1,79.1,27.9,2.0,5,83.6,0,3,0.056,Low,0
28.5,83.2,8.7,29.5,2,91.7,0,3,0.101,Low,0
30.7,37.4,26.1,3.7,4,87.8,1,7,0.918,Critical,1
29.4,47.6,1.0,0.0,21,44.7,0,6,0.665,High,0
28.2,81.1,7.4,26.9,1,94.1,0,11,0.055,Low,0
33.9,46.4,21.7,6.0,2,94.5,0,6,0.615,High,1
33.3,68.6,2.9,0.0,12,69.1,0,9,0.631,High,1
34.3,55.1,8.0,0.0,16,59.6,0,8,0.615,High,1
27.3,62.2,15.1,0.0,17,53.7,1,6,0.614,High,1
26.5,87.0,10.6,21.5,1,93.3,0,4,0.019,Low,0
29.9,73.9,0.6,35.8,2,92.5,1,3,0.196,Low,1
24.9,56.4,7.7,6.1,2,89.9,1,1,0.155,Low,1
26.6,68.1,6.4,12.5,0,95.0,1,12,0.038,Low,0
32.8,40.4,13.1,0.0,17,56.4,1,7,1.0,Critical,0
25.7,84.9,0.2,0.2,5,82.9,0,5,0.213,Low,0
33.2,65.8,19.7,0.0,17,56.6,0,6,0.682,High,1
